-1.44575202e+00 2.00000000e+00
-1.44000000e+00 1.98574156e+00
-1.43348901e+00 1.96969697e+00
-1.42071009e+00 1.93939394e+00
-1.42000000e+00 1.93776611e+00
-1.40742577e+00 1.90909091e+00
-1.40000000e+00 1.89259877e+00
-1.39374896e+00 1.87878788e+00
-1.38000000e+00 1.84901799e+00
-1.37975253e+00 1.84848485e+00
-1.36546424e+00 1.81818182e+00
-1.36000000e+00 1.80670615e+00
-1.35099944e+00 1.78787879e+00
-1.34000000e+00 1.76498927e+00
-1.33642380e+00 1.75757576e+00
-1.32177533e+00 1.72727273e+00
-1.32000000e+00 1.72360145e+00
-1.30707916e+00 1.69696970e+00
-1.30000000e+00 1.68234239e+00
-1.29238869e+00 1.66666667e+00
-1.28000000e+00 1.64105853e+00
-1.27772137e+00 1.63636364e+00
-1.26306759e+00 1.60606061e+00
-1.26000000e+00 1.59969080e+00
-1.24843820e+00 1.57575758e+00
-1.24000000e+00 1.55820365e+00
-1.23385149e+00 1.54545455e+00
-1.22000000e+00 1.51658498e+00
-1.21930999e+00 1.51515152e+00
-1.20478985e+00 1.48484848e+00
-1.20000000e+00 1.47479921e+00
-1.19031568e+00 1.45454545e+00
-1.18000000e+00 1.43285038e+00
-1.17589405e+00 1.42424242e+00
-1.16152178e+00 1.39393939e+00
-1.16000000e+00 1.39071251e+00
-1.14719027e+00 1.36363636e+00
-1.14000000e+00 1.34834481e+00
-1.13291902e+00 1.33333333e+00
-1.12000000e+00 1.30577124e+00
-1.11871093e+00 1.30303030e+00
-1.10455527e+00 1.27272727e+00
-1.10000000e+00 1.26290927e+00
-1.09046622e+00 1.24242424e+00
-1.08000000e+00 1.21977809e+00
-1.07644971e+00 1.21212121e+00
-1.06250555e+00 1.18181818e+00
-1.06000000e+00 1.17632925e+00
-1.04863691e+00 1.15151515e+00
-1.04000000e+00 1.13250878e+00
-1.03484893e+00 1.12121212e+00
-1.02114472e+00 1.09090909e+00
-1.02000000e+00 1.08835314e+00
-1.00753532e+00 1.06060606e+00
-1.00000000e+00 1.04368878e+00
-9.94018254e-01 1.03030303e+00
-9.80597878e-01 1.00000000e+00
-9.80000000e-01 9.98634229e-01
-9.67292158e-01 9.69696970e-01
-9.60000000e-01 9.52935332e-01
-9.54090711e-01 9.39393939e-01
-9.41001081e-01 9.09090909e-01
-9.40000000e-01 9.06742279e-01
-9.28048015e-01 8.78787879e-01
-9.20000000e-01 8.59767872e-01
-9.15211659e-01 8.48484848e-01
-9.02509263e-01 8.18181818e-01
-9.00000000e-01 8.12108715e-01
-8.89959490e-01 7.87878788e-01
-8.80000000e-01 7.63565281e-01
-8.77539881e-01 7.57575758e-01
-8.65290936e-01 7.27272727e-01
-8.60000000e-01 7.13992255e-01
-8.53200167e-01 6.96969697e-01
-8.41263743e-01 6.66666667e-01
-8.40000000e-01 6.63394452e-01
-8.29533440e-01 6.36363636e-01
-8.20000000e-01 6.11391829e-01
-8.17959831e-01 6.06060606e-01
-8.06604118e-01 5.75757576e-01
-8.00000000e-01 5.57820493e-01
-7.95436015e-01 5.45454545e-01
-7.84481093e-01 5.15151515e-01
-7.80000000e-01 5.02477823e-01
-7.73751818e-01 4.84848485e-01
-7.63239241e-01 4.54545455e-01
-7.60000000e-01 4.44958681e-01
-7.52982103e-01 4.24242424e-01
-7.42953208e-01 3.93939394e-01
-7.40000000e-01 3.84745444e-01
-7.33200769e-01 3.63636364e-01
-7.23697214e-01 3.33333333e-01
-7.20000000e-01 3.21154239e-01
-7.14481373e-01 3.03030303e-01
-7.05541210e-01 2.72727273e-01
-7.00000000e-01 2.53290061e-01
-6.96891589e-01 2.42424242e-01
-6.88546189e-01 2.12121212e-01
-6.80491049e-01 1.81818182e-01
-6.80000000e-01 1.79884292e-01
-6.72762393e-01 1.51515152e-01
-6.65334401e-01 1.21212121e-01
-6.60000000e-01 9.84424105e-02
-6.58225538e-01 9.09090909e-02
-6.51429356e-01 6.06060606e-02
-6.44947113e-01 3.03030303e-02
-6.40000000e-01 5.94337423e-03
-6.38784399e-01 0.00000000e+00
-6.32915218e-01 -3.03030303e-02
-6.27352583e-01 -6.06060606e-02
-6.22097742e-01 -9.09090909e-02
-6.20000000e-01 -1.03749266e-01
-6.17118803e-01 -1.21212121e-01
-6.12404827e-01 -1.51515152e-01
-6.07967390e-01 -1.81818182e-01
-6.03798578e-01 -2.12121212e-01
-6.00000000e-01 -2.41555592e-01
-5.99886469e-01 -2.42424242e-01
-5.96162714e-01 -2.72727273e-01
-5.92668314e-01 -3.03030303e-01
-5.89392661e-01 -3.33333333e-01
-5.86324428e-01 -3.63636364e-01
-5.83451975e-01 -3.93939394e-01
-5.80763677e-01 -4.24242424e-01
-5.80000000e-01 -4.33418078e-01
-5.78211291e-01 -4.54545455e-01
-5.75806075e-01 -4.84848485e-01
-5.73554028e-01 -5.15151515e-01
-5.71445849e-01 -5.45454545e-01
-5.69472621e-01 -5.75757576e-01
-5.67625866e-01 -6.06060606e-01
-5.65897568e-01 -6.36363636e-01
-5.64280181e-01 -6.66666667e-01
-5.62766625e-01 -6.96969697e-01
-5.61350264e-01 -7.27272727e-01
-5.60024891e-01 -7.57575758e-01
-5.60000000e-01 -7.58182210e-01
-5.58754814e-01 -7.87878788e-01
-5.57565848e-01 -8.18181818e-01
-5.56453477e-01 -8.48484848e-01
-5.55412882e-01 -8.78787879e-01
-5.54439536e-01 -9.09090909e-01
-5.53529191e-01 -9.39393939e-01
-5.52677861e-01 -9.69696970e-01
-5.51881804e-01 -1.00000000e+00

-1.34990305e+00 2.00000000e+00
-1.34000000e+00 1.97611077e+00
-1.33731307e+00 1.96969697e+00
-1.32417552e+00 1.93939394e+00
-1.32000000e+00 1.93003192e+00
-1.31057613e+00 1.90909091e+00
-1.30000000e+00 1.88606212e+00
-1.29663083e+00 1.87878788e+00
