3.599999999999999867e-01 8.882946527083367405e-01 9.823417783861206898e-01 9.296000699146356183e-01 9.892899625515781947e-01 8.661327793700515087e-01
3.699999999999999956e-01 8.853264719663027638e-01 9.805800916904998665e-01 9.097128817032312798e-01 9.894517564315656877e-01 8.680945904146400993e-01
3.800000000000000044e-01 8.825561649208394366e-01 9.788420869193528162e-01 8.879519139691794960e-01 9.896993325092315885e-01 8.721672246691370978e-01
3.900000000000000133e-01 8.799965825833930833e-01 9.771489056277136154e-01 8.645586220743668449e-01 9.898119932702367230e-01 8.781942478992493806e-01
4.000000000000000222e-01 8.776597118192418501e-01 9.755215009127068404e-01 8.397926096882316616e-01 9.895332987007997572e-01 8.859725347467664047e-01
4.100000000000000311e-01 8.755565929791386814e-01 9.739803205408321674e-01 8.139318439191491894e-01 9.885822343626295972e-01 8.952556944611408385e-01
4.199999999999999845e-01 8.736972418497800374e-01 9.725449912257650986e-01 7.872731320280471623e-01 9.866641398720157330e-01 9.057574272948512029e-01
4.299999999999999933e-01 8.720905770112610256e-01 9.712340096512669385e-01 7.601328133060136771e-01 9.834808892861094387e-01 9.171556025994098693e-01
4.400000000000000022e-01 8.707443536651263694e-01 9.700644460271333758e-01 7.328475509647529584e-01 9.787399998470516227e-01 9.290977321684362744e-01
4.500000000000000111e-01 8.696651049437992276e-01 9.690516660177675989e-01 7.057750042275025004e-01 9.721625218880892705e-01 9.412082579940314053e-01
4.600000000000000200e-01 8.688580916308077384e-01 9.682090767725585190e-01 6.792940117337332717e-01 9.634897120415374383e-01 9.530977600440228015e-01
4.700000000000000289e-01 8.683272611123293849e-01 9.675479025008713041e-01 6.538037220591583765e-01 9.524886066004284446e-01 9.643738890047557355e-01
4.799999999999999822e-01 8.680752162463529764e-01 9.670769945665793621e-01 6.297208811869763334e-01 9.389566930314955373e-01 9.746535915546136186e-01
4.899999999999999911e-01 8.681031946797123089e-01 9.668026804319562739e-01 6.074742796515842924e-01 9.227259320049745472e-01 9.835760449777335435e-01
5.000000000000000000e-01 8.684110589699086669e-01 9.667286549730211842e-01 5.874952754869238181e-01 9.036664198807429216e-01 9.908156535653285246e-01
5.100000000000000089e-01 8.689972976834827723e-01 9.668559167430318402e-01 5.702035025387045541e-01 8.816900139994917618e-01 9.960944656901267180e-01
5.200000000000000178e-01 8.698590374517989332e-01 9.671827507116732559e-01 5.559875295116525340e-01 8.567542832238679296e-01 9.991934255500303230e-01
5.300000000000000266e-01 8.709920657748388972e-01 9.677047578957255203e-01 5.451814527879358385e-01 8.288672086537020034e-01 9.999619554878594885e-01
5.400000000000000355e-01 8.723908641803420627e-01 9.684149311680010364e-01 5.380400336707162889e-01 7.980931623413879406e-01 9.983254557484877445e-01
5.500000000000000444e-01 8.740486511753361443e-01 9.693037754318444277e-01 5.347164967997016793e-01 7.645608586228399561e-01 9.942903962349515234e-01
5.600000000000000533e-01 8.759574342750741094e-01 9.703594693230094270e-01 5.352476819139351250e-01 7.284742340646327419e-01 9.879467522527706214e-01
5.700000000000000622e-01 8.781080702650012615e-01 9.715680646887655536e-01 5.395502384295326470e-01 6.901276047819635551e-01 9.794676009525992155e-01
5.799999999999999600e-01 8.804903327478331709e-01 9.729137193273221795e-01 5.474290423597537592e-01 6.499270043457283652e-01 9.691057488533713071e-01
5.899999999999999689e-01 8.830929859521190473e-01 9.743789578714039390e-01 5.585959523502531665e-01 6.084202983038194956e-01 9.571873092387633841e-01
5.999999999999999778e-01 8.859038637315487241e-01 9.759449552799140948e-01 5.726947250227294450e-01 5.663392822399516691e-01 9.441022017614260076e-01
6.099999999999999867e-01 8.889099526652303185e-01 9.775918371626648451e-01 5.893272264288500484e-01 5.246567013537978275e-01 9.302916206020187539e-01
6.199999999999999956e-01 8.920974781766739525e-01 9.792989910972447198e-01 6.080769395940379685e-01 4.846577323517076707e-01 9.162326313986649540e-01
6.300000000000000044e-01 8.954519926208018843e-01 9.810453831883877429e-01 6.285274447345642335e-01 4.480137572039358251e-01 9.024202305883105568e-01
6.400000000000000133e-01 8.989584643407945164e-01 9.828098743469964038e-01 6.502752211702408358e-01 4.168176268116169370e-01 8.893474457476280293e-01
6.500000000000000222e-01 9.026013667663419504e-01 9.845715311026849159e-01 6.729372976944418827e-01 3.934907879773151262e-01 8.774843637434781574e-01
6.600000000000000311e-01 9.063647667080503290e-01 9.863099261832891651e-01 6.961548592187539741e-01 3.804399263804705278e-01 8.672573029887128415e-01
6.700000000000000400e-01 9.102324110954091996e-01 9.880054245704427140e-01 7.195940363649895311e-01 3.794368194698139463e-01 8.590296145177651610e-01
6.800000000000000488e-01 9.141878115041383035e-01 9.896394512472711513e-01 7.429449596462237571e-01 3.909860501751649675e-01 8.530856928332583022e-01
6.900000000000000577e-01 9.182143259194093243e-01 9.911947373708731579e-01 7.659199131607010713e-01 4.141399217652269038e-01 8.496195981238150452e-01
7.000000000000000666e-01 9.222952372813403299e-01 9.926555421108625987e-01 7.882511725598442265e-01 4.469081672397658411e-01 8.487291947040359608e-01
7.099999999999999645e-01 9.264138284556839853e-01 9.940078478824613262e-01 8.096889030814865551e-01 4.869086524968563312e-01 8.504159610716454099e-01
7.199999999999999734e-01 9.305534533636965477e-01 9.952395271594223214e-01 8.299993370960102590e-01 5.318552712489172940e-01 8.545897983683675703e-01
7.299999999999999822e-01 9.346976040892109872e-01 9.963404794735001291e-01 8.489633421989253304e-01 5.797729987496691439e-01 8.610774832162797487e-01
7.399999999999999911e-01 9.388299738568335329e-01 9.973027375919546467e-01 8.663754201741202809e-01 6.290288674633165433e-01 8.696330668690060994e-01
7.500000000000000000e-01 9.429345158422950401e-01 9.981205422144699968e-01 8.820431337047208720e-01 6.782859114622366015e-01 8.799485888729249305e-01
7.600000000000000089e-01 9.469954978340320295e-01 9.987903848501389348e-01 8.957869329193836050e-01 7.264414946095191228e-01 8.916638869180669724e-01
7.700000000000000178e-01 9.509975528141122458e-01 9.993110188297779084e-01 9.074403413703503452e-01 7.725739079387841102e-01 9.043748865826126693e-01
7.800000000000000266e-01 9.549257255669481026e-01 9.996834386860410371e-01 9.168504564584385452e-01 8.159026601632638487e-01 9.176403632453740133e-01
7.900000000000000355e-01 9.587655154563767823e-01 9.999108284012008241e-01 9.238787197791129557e-01 8.557611686715594912e-01 9.309876417548250682e-01
8.000000000000000444e-01 9.625029155362673228e-01 9.999984792878132689e-01 9.284019165819153985e-01 8.915789656704348198e-01 9.439179666958233961e-01
8.100000000000000533e-01 9.661244481775772552e-01 9.999536785377743930e-01 9.303133694876574156e-01 9.228707114997873884e-01 9.559123351000969881e-01
8.200000000000000622e-01 9.696171974064982102e-01 9.997855697565271038e-01 9.295242992912535751e-01 9.492299122731289174e-01 9.664384787003069688e-01
8.300000000000000711e-01 9.729688381547931808e-01 9.995049870957986027e-01 9.259653349647202214e-01 9.703258263426062236e-01 9.749594791922102655e-01
8.399999999999999689e-01 9.761676626254029987e-01 9.991242649126825803e-01 9.195881660259751511e-01 9.859025067858656621e-01 9.809442616898467193e-01
8.499999999999999778e-01 9.792026039746035693e-01 9.986570252151879545e-01 9.103673436700038257e-01 9.957792680833134069e-01 9.838799900212531480e-01
8.599999999999999867e-01 9.820632575071136516e-01 9.981179455020110503e-01 8.983022531360264074e-01 9.998521140818203978e-01 9.832862170422241865e-01
8.699999999999999956e-01 9.847398995731854177e-01 9.975225099617544000e-01 8.834192996428222866e-01 9.980958513440399971e-01 9.787305424230462458e-01
8.800000000000000044e-01 9.872235043473833738e-01 9.968867473557703196e-01 8.657743750886156553e-01 9.905667613009089267e-01 9.698455068561233627e-01
8.900000000000000133e-01 9.895057586579563136e-01 9.962269592579588995e-01 8.454557040800758649e-01 9.774058344762104333e-01 9.563465069531826845e-01
9.000000000000000222e-01 9.915790750238093754e-01 9.955594426504177363e-01 8.225872073743757396e-01 9.588426936786508259e-01 9.380506498235248181e-01
9.100000000000000311e-01 9.934366030434307326e-01 9.949002111598898024e-01 7.973325698863575894e-01 9.352004590181600685e-01 9.148966831362875807e-01
9.200000000000000400e-01 9.950722392669765215e-01 9.942647194493509089e-01 7.699002591664416695e-01 9.069019379788489932e-01 8.869664401210946014e-01
9.300000000000000488e-01 9.964806356692909040e-01 9.936675954341643857e-01 7.405498052602527137e-01 8.744776482663131345e-01 8.545086294614331335e-01
9.400000000000000577e-01 9.976572068280815664e-01 9.931223850563039024e-01 7.095997121779500372e-01 8.385762632004334360e-01 8.179662501466858915e-01
9.500000000000000666e-01 9.985981358979191258e-01 9.926413143084094060e-01 6.774373944145272164e-01 7.999780175814347194e-01 7.780093072375037222e-01
9.599999999999999645e-01 9.993003794572373755e-01 9.922350730405654629e-01 6.445314513006913382e-01 7.596112261536654975e-01 7.355745043870777211e-01
9.699999999999999734e-01 9.997616712921477689e-01 9.919126247998114598e-01 6.114462698395501938e-01 7.185709522338770139e-01 6.919123203691519564e-01
9.799999999999999822e-01 9.999805251676431306e-01 9.916810465442649214e-01 5.788581293150183438e-01 6.781363361797584366e-01 6.486373987135488628e-01
9.899999999999999911e-01 9.999562366236761646e-01 9.915454015452999093e-01 5.475702606347364609e-01 6.397782154624969131e-01 6.077669268484789944e-01
1.000000000000000000e+00 9.996888838205963967e-01 9.915086481538916141e-01 5.185211926623376488e-01 6.051408605559969178e-01 5.717094171515200163e-01
