0.000000000000000000e+00 9.996888838205963967e-01 9.915086481538916141e-01 5.185211926623373158e-01 6.051408605559968068e-01 5.717094171515197942e-01
1.000000000000000021e-02 9.991793274455355034e-01 9.915715863786273010e-01 4.927760184772521090e-01 5.759727075847896893e-01 5.431352455307294491e-01
2.000000000000000042e-02 9.984292096784518344e-01 9.917328434260163084e-01 4.714852128434794398e-01 5.539787730968399604e-01 5.246477670589476672e-01
2.999999999999999889e-02 9.974409522036816744e-01 9.919888985158468175e-01 4.557948711783475493e-01 5.405874008222817384e-01 5.182443681924484569e-01
4.000000000000000083e-02 9.962177532399150159e-01 9.923341464352108954e-01 4.467038151358969644e-01 5.366765904328147929e-01 5.247443825980295795e-01
5.000000000000000278e-02 9.947635835485150180e-01 9.927609984649424790e-01 4.448919895401593494e-01 5.423658568846839723e-01 5.435149315887241039e-01
5.999999999999999778e-02 9.930831813669674935e-01 9.932600185308755325e-01 4.505786477693978220e-01 5.569832744480025521e-01 5.726888412428285946e-01
7.000000000000000666e-02 9.911820462009909294e-01 9.938200917257843381e-01 4.634753491182931340e-01 5.792305197639059378e-01 6.097140241024456842e-01
8.000000000000000167e-02 9.890664313954435904e-01 9.944286217378314197e-01 4.828573299237784999e-01 6.074595498988119013e-01 6.519030237306749909e-01
8.999999999999999667e-02 9.867433353906569504e-01 9.950717532238331220e-01 5.077156035592504946e-01 6.399405467669166958e-01 6.967849055558813509e-01
1.000000000000000056e-01 9.842204915572634327e-01 9.957346147903823885e-01 5.369226572288200439e-01 6.750484829161207401e-01 7.422548480766898438e-01
1.100000000000000006e-01 9.815063564890477155e-01 9.964015779961076236e-01 5.693613206993104470e-01 7.113593047009911796e-01 7.865988384518327603e-01
1.199999999999999956e-01 9.786100966199597906e-01 9.970565276612659567e-01 6.040011346918789936e-01 7.476806417404341376e-01 8.284638075048338379e-01
1.300000000000000044e-01 9.755415730183636391e-01 9.976831387583527944e-01 6.399308575363176210e-01 7.830462826971612555e-01 8.668131136534690251e-01
1.400000000000000133e-01 9.723113241990698485e-01 9.982651552470486189e-01 6.763632895572257997e-01 8.166953054660750499e-01 9.008841791270565391e-01
1.499999999999999944e-01 9.689305467819866458e-01 9.987866663932265521e-01 7.126262510194923960e-01 8.480474372799048366e-01 9.301530292444781800e-01
1.600000000000000033e-01 9.654110738156932436e-01 9.992323763578065954e-01 7.481485545880901533e-01 8.766798289335968608e-01 9.543055261619809437e-01
1.700000000000000122e-01 9.617653505752564724e-01 9.995878631393689817e-01 7.824456215248930535e-01 9.023069191466279726e-01 9.732135716442819051e-01
1.799999999999999933e-01 9.580064076367037496e-01 9.998398232876998248e-01 8.151067416566364354e-01 9.247634297990799945e-01 9.869144296436078712e-01
1.900000000000000022e-01 9.541478310262371254e-01 9.999762991584378868e-01 8.457845608895792067e-01 9.439899035230142621e-01 9.955916507791783276e-01
2.000000000000000111e-01 9.502037292411895653e-01 9.999868858385205783e-01 8.741867250810311241e-01 9.600200399801157580e-01 9.995564952014167615e-01
2.099999999999999922e-01 9.461886969425233884e-01 9.998629152277134224e-01 9.000693614533019637e-01 9.729691278504430940e-01 9.992291247531321918e-01
2.200000000000000011e-01 9.421177751261284872e-01 9.995976151054847270e-01 9.232320260012734092e-01 9.830229764944308224e-01 9.951191453705285905e-01
2.300000000000000100e-01 9.380064075930377721e-01 9.991862413402363696e-01 9.435137745781918550e-01 9.904268719695319412e-01 9.878053363786263308e-01
2.399999999999999911e-01 9.338703935577382653e-01 9.986261817075084979e-01 9.607900716814534725e-01 9.954742011839716742e-01 9.779146236326827779e-01
2.500000000000000000e-01 9.297258362597893289e-01 9.979170300760269452e-01 9.749703101214245438e-01 9.984945064966406214e-01 9.661005555781002618e-01
2.600000000000000089e-01 9.255890874776895316e-01 9.970606299983195697e-01 9.859957674404715711e-01 9.998408579902201554e-01 9.530217353100080002e-01
2.700000000000000178e-01 9.214766878859594890e-01 9.960610870109881665e-01 9.938378686911009119e-01 9.998765688725992362e-01 9.393208461282523958e-01
2.800000000000000266e-01 9.174053032472322400e-01 9.949247492148914906e-01 9.984966603493679038e-01 9.989614336759589097e-01 9.256050662887888025e-01
2.899999999999999800e-01 9.133916564910019575e-01 9.936601559747536561e-01 9.999994280714848971e-01 9.974378341986774865e-01 9.124287680321874205e-01
2.999999999999999889e-01 9.094524557995834479e-01 9.922779548587654652e-01 9.983994131977539377e-01 9.956172197564734372e-01 9.002793929280447083e-01
3.099999999999999978e-01 9.056043188994186144e-01 9.907907872392412996e-01 9.937746007148307026e-01 9.937676018840616576e-01 8.895672488632905273e-01
3.200000000000000067e-01 9.018636938414120729e-01 9.892131433022240961e-01 9.862265659019512354e-01 9.921027787627144656e-01 8.806196651557863797e-01
3.300000000000000155e-01 8.982467766462733927e-01 9.875611875727348110e-01 9.758793789485336045e-01 9.907739925562222272e-01 8.736794961224750855e-01
3.400000000000000244e-01 8.947694262882283089e-01 9.858525564567681698e-01 9.628785770379900688e-01 9.898646064476680495e-01 8.689074570901912375e-01
3.500000000000000333e-01 8.914470775907360478e-01 9.841061297321830326e-01 9.473902221144384628e-01 9.893881712618149971e-01 8.663873269791041443e-01
