# Columns: times, best fit, 2.5 quantile, 97.5 quantile
0.000000000000000000e+00 3.584269541898692235e-02 2.047760644849739783e-02 6.323931559585384277e-02
1.006226824581862465e-03 4.705806094964114922e-02 2.895051257712764892e-02 7.500949176547447306e-02
2.012453649163724930e-03 5.999416515639913877e-02 3.928352288756005450e-02 8.870945338636702926e-02
3.018680473745587178e-03 7.458209319091432810e-02 5.128766878065772750e-02 1.042714159172289379e-01
4.024907298327449860e-03 9.074503132041494835e-02 6.488178046656757625e-02 1.212765103275802170e-01
5.031134122909312542e-03 1.083989713833750090e-01 8.035359543397577187e-02 1.401580481002573375e-01
6.037360947491174357e-03 1.274531848043993498e-01 9.719682153580311290e-02 1.601446541226494436e-01
7.043587772073037039e-03 1.478107559535035143e-01 1.156058547601077069e-01 1.816593919199213092e-01
8.049814596654899720e-03 1.693689943407910015e-01 1.353914075992528054e-01 2.041629894911234921e-01
9.056041421236761535e-03 1.920200530685356455e-01 1.563858204455366441e-01 2.274420614917617156e-01
1.006226824581862508e-02 2.156513817326947136e-01 1.783826341879661270e-01 2.519030665037815253e-01
1.106849507040048690e-02 2.401466689487154471e-01 2.015750040183366676e-01 2.767798284019067911e-01
1.207472189498234871e-02 2.653861722736580719e-01 2.259628216459892980e-01 3.025888985418945243e-01
1.308094871956421226e-02 2.912473994690056300e-01 2.507113899895386244e-01 3.287309905467339366e-01
1.408717554414607408e-02 3.176057408833322659e-01 2.763059329445904932e-01 3.553461739051432255e-01
1.509340236872793763e-02 3.443351502507602246e-01 3.026156594666474242e-01 3.823765405900964032e-01
1.609962919330979944e-02 3.713087373225791854e-01 3.291930426335990534e-01 4.095991445268756248e-01
1.710585601789166299e-02 3.983996000389234404e-01 3.561060984425780673e-01 4.369672088362374085e-01
1.811208284247352307e-02 4.254814408352050048e-01 3.829937388792458153e-01 4.641102727114735371e-01
1.911830966705538662e-02 4.524290910560460621e-01 4.100704126930637683e-01 4.909734061174385600e-01
2.012453649163725017e-02 4.791191251656259920e-01 4.370354942403050780e-01 5.172855159247624623e-01
2.113076331621911025e-02 5.054305816196106305e-01 4.635855518436831080e-01 5.433336211179748965e-01
2.213699014080097380e-02 5.312455670236442273e-01 4.897253095520174848e-01 5.686648503193156845e-01
2.314321696538283735e-02 5.564498677255937942e-01 5.154333415690873776e-01 5.935101047481254888e-01
2.414944378996469743e-02 5.809333816114242710e-01 5.405816949621060630e-01 6.176745167547919024e-01
2.515567061454656098e-02 6.045908042866110499e-01 5.649309139738409868e-01 6.407386334023916774e-01
2.616189743912842453e-02 6.273220269951743644e-01 5.880916980271979622e-01 6.630725114801334641e-01
2.716812426371028807e-02 6.490326777209827203e-01 6.106216737604696077e-01 6.844756402096354719e-01
2.817435108829214815e-02 6.696345721846208576e-01 6.320596111697752706e-01 7.046898990893128989e-01
2.918057791287401170e-02 6.890459986662149650e-01 6.520198177036420351e-01 7.238381999009045886e-01
3.018680473745587525e-02 7.071923019174678471e-01 6.707413017204486572e-01 7.416774576703056843e-01
3.119303156203773533e-02 7.240059293564978793e-01 6.884327912389824888e-01 7.583454300640110057e-01
3.219925838661959888e-02 7.394270208593252125e-01 7.048414879633535524e-01 7.736364813528757711e-01
3.320548521120145896e-02 7.534033635307015864e-01 7.195404614763623030e-01 7.875074897730678369e-01
3.421171203578332598e-02 7.658908079591071338e-01 7.327570590044798493e-01 7.998763474349022129e-01
3.521793886036518606e-02 7.768533079977916200e-01 7.440777084249077244e-01 8.106469360130535984e-01
3.622416568494704614e-02 7.862630062133683095e-01 7.538355124103972571e-01 8.200825862549655509e-01
3.723039250952891316e-02 7.941004586706712498e-01 7.617012074507454322e-01 8.279324237316370017e-01
3.823661933411077324e-02 8.003543573213282025e-01 7.680880893052401959e-01 8.344881938274997246e-01
3.924284615869263332e-02 8.050218683733356695e-01 7.727970556126954049e-01 8.394089394497398215e-01
4.024907298327450034e-02 8.081081739403769282e-01 7.762310570318033953e-01 8.425765843825748780e-01
4.125529980785636042e-02 8.096266898623986075e-01 7.778225554247935047e-01 8.441719435827044205e-01
4.226152663243822050e-02 8.095986531184522494e-01 7.777664277796508818e-01 8.442111345764101715e-01
4.326775345702008752e-02 8.080530411296403814e-01 7.762490762438567504e-01 8.425964341328691098e-01
4.427398028160194760e-02 8.050263420443319884e-01 7.730822779908619324e-01 8.396203447691238386e-01
4.528020710618380767e-02 8.005621109456213524e-01 7.683470168688073532e-01 8.351887873771746129e-01
4.628643393076567469e-02 7.947109120639717084e-01 7.624095475532061128e-01 8.294559615409725639e-01
4.729266075534753477e-02 7.875296384596588428e-01 7.552281145842746346e-01 8.223901662005190794e-01
4.829888757992939485e-02 7.790814433525441451e-01 7.465717354777912096e-01 8.140568292587957444e-01
4.930511440451126187e-02 7.694350465702576303e-01 7.367605698576441542e-01 8.045445328815959973e-01
5.031134122909312195e-02 7.586644755758094050e-01 7.260260887155722820e-01 7.935507744530008178e-01
5.131756805367498897e-02 7.468485002899771796e-01 7.141845429195994299e-01 7.816618412571156860e-01
5.232379487825684905e-02 7.340701290917721611e-01 7.014535112944626505e-01 7.687283242476679046e-01
5.333002170283870913e-02 7.204161883845980885e-01 6.878409275465375838e-01 7.547579427957292753e-01
5.433624852742057615e-02 7.059766382337783197e-01 6.735079411014117667e-01 7.400904481706005456e-01
5.534247535200243623e-02 6.908442014491916749e-01 6.585454371748867830e-01 7.247629355482736457e-01
5.634870217658429631e-02 6.751136577440397524e-01 6.430998080507208670e-01 7.087933695203456619e-01
5.735492900116616333e-02 6.588813946482166006e-01 6.271818347796462856e-01 6.922575749972359471e-01
5.836115582574802341e-02 6.422447853598119982e-01 6.106489865743365275e-01 6.755619702359036971e-01
5.936738265032988349e-02 6.253016416583394577e-01 5.938092114288811008e-01 6.582515580273299305e-01
6.037360947491175051e-02 6.081496691052279413e-01 5.767750542178378126e-01 6.408753153752804188e-01
6.137983629949361059e-02 5.908858938280495687e-01 5.596500985015776530e-01 6.230211510545913267e-01
6.238606312407547067e-02 5.736061261394297395e-01 5.424639553035843775e-01 6.051693946362028953e-01
6.339228994865733768e-02 5.564044575724174102e-01 5.253540270535970169e-01 5.877303200170328479e-01
6.439851677323919776e-02 5.393726855272614751e-01 5.084853790463492729e-01 5.701593041233050663e-01
6.540474359782105784e-02 5.225999072271171331e-01 4.918028074076522538e-01 5.527945981898765293e-01
6.641097042240291792e-02 5.061719496932668427e-01 4.754372737990282261e-01 5.358170738103903430e-01
6.741719724698479188e-02 4.901709989689912450e-01 4.597611520504999993e-01 5.193417151585757452e-01
6.842342407156665196e-02 4.746751440449394899e-01 4.444115136290688328e-01 5.033341503665299532e-01
6.942965089614851204e-02 4.597579436845279366e-01 4.296938810825492450e-01 4.882372988556990534e-01
7.043587772073037212e-02 4.454881859896024920e-01 4.154114833538546381e-01 4.738476735597778045e-01
7.144210454531223220e-02 4.319293603025292083e-01 4.018310914612728268e-01 4.600101517123563744e-01
7.244833136989409228e-02 4.191396030185129962e-01 3.888611199864705492e-01 4.471510391391863570e-01
7.345455819447596624e-02 4.071711842498214051e-01 3.767387129213300989e-01 4.352635672435379854e-01
7.446078501905782632e-02 3.960705048285249052e-01 3.653285159168451202e-01 4.240705987293721391e-01
7.546701184363968640e-02 3.858777559884210007e-01 3.548389941277541593e-01 4.138526618827896852e-01
7.647323866822154648e-02 3.766268256025986916e-01 3.453984495318601078e-01 4.046143566626528854e-01
7.747946549280340656e-02 3.683452543086333519e-01 3.368469202813426655e-01 3.964308715880469625e-01
7.848569231738526664e-02 3.610539831422788226e-01 3.294261618850018447e-01 3.893430634950355018e-01
7.949191914196714059e-02 3.547676026612093803e-01 3.231347674555375971e-01 3.831326643019781208e-01
8.049814596654900067e-02 3.494940356822683891e-01 3.176427090989090152e-01 3.777669327738449878e-01
8.150437279113086075e-02 3.452349061503626748e-01 3.131416755152713893e-01 3.740310969033678323e-01
8.251059961571272083e-02 3.419853593081255139e-01 3.097877807803825490e-01 3.712011422721868126e-01
8.351682644029458091e-02 3.397343636812696355e-01 3.072298847135419009e-01 3.693611402619949580e-01
8.452305326487644099e-02 3.384648082876804409e-01 3.056525623317215556e-01 3.686480995242199521e-01
8.552928008945831495e-02 3.381536365304493308e-01 3.051096965295706509e-01 3.687861569423951380e-01
8.653550691404017503e-02 3.387722551229293000e-01 3.054686308777347925e-01 3.696023864802254755e-01
8.754173373862203511e-02 3.402865367211127534e-01 3.069092439988787557e-01 3.715625989831804477e-01
8.854796056320389519e-02 3.426573996587748971e-01 3.090110458801559323e-01 3.742541410236037702e-01
8.955418738778575527e-02 3.458408575007417829e-01 3.121041301831491976e-01 3.777422669362452412e-01
9.056041421236761535e-02 3.497885785538981662e-01 3.159783414171170590e-01 3.817994181709298829e-01
9.156664103694948931e-02 3.544481199591856257e-01 3.206681476324992897e-01 3.868375949607215647e-01
9.257286786153134939e-02 3.597633639544015050e-01 3.258016503216037418e-01 3.923871911401574097e-01
9.357909468611320947e-02 3.656749650603032809e-01 3.317064339864150835e-01 3.983460301863255282e-01
9.458532151069506955e-02 3.721206686969882327e-01 3.382774872993193904e-01 4.051488804396846666e-01
9.559154833527692963e-02 3.790358939673362237e-01 3.451962538067283592e-01 4.121705585298350294e-01
9.659777515985878971e-02 3.863540319718116178e-01 3.525627078618590593e-01 4.194363809299183066e-01
9.760400198444066366e-02 3.940070243911394376e-01 3.603317687085074716e-01 4.272186635652789888e-01
9.861022880902252374e-02 4.019257421403660269e-01 3.683816247903489716e-01 4.351185838929262362e-01
9.961645563360438382e-02 4.100404845343553761e-01 3.765982165980635843e-01 4.432033639067769482e-01
1.006226824581862439e-01 4.182814380566471368e-01 3.850774726195765885e-01 4.516354579768773747e-01
1.016289092827681040e-01 4.265791161368373552e-01 3.935939269970735732e-01 4.598779734221171145e-01
1.026351361073499779e-01 4.348648255112461669e-01 4.022532194011319007e-01 4.682080518353410881e-01
1.036413629319318380e-01 4.430711097494360873e-01 4.108980196932447981e-01 4.762299315785776255e-01
1.046475897565136981e-01 4.511321442167086082e-01 4.191581450184160840e-01 4.842081511515990422e-01
1.056538165810955582e-01 4.589842131029125971e-01 4.273872681879495317e-01 4.919917796195659720e-01
1.066600434056774183e-01 4.665660247695746499e-01 4.354765933171095282e-01 4.993724462838823319e-01
1.076662702302592783e-01 4.738191695537626313e-01 4.434183146501272654e-01 5.063694043277172652e-01
1.086724970548411523e-01 4.806884196952712629e-01 4.506845265922678201e-01 5.129555333770285941e-01
1.096787238794230124e-01 4.871220688635048979e-01 4.575481610449281256e-01 5.189498786946917797e-01
1.106849507040048725e-01 4.930722983623070932e-01 4.640223425004997848e-01 5.244947060845643882e-01
1.116911775285867325e-01 4.984953234678844436e-01 4.695742621176752785e-01 5.293538894588397659e-01
1.126974043531685926e-01 5.033518336752971223e-01 4.745063865376101253e-01 5.337057801684205183e-01
1.137036311777504527e-01 5.076069948826182898e-01 4.790088873631141997e-01 5.376533138370023224e-01
1.147098580023323267e-01 5.112308506944117648e-01 4.829035941382491259e-01 5.410622584222603004e-01
1.157160848269141867e-01 5.141983059522030608e-01 4.860258485875456058e-01 5.438052847506466003e-01
1.167223116514960468e-01 5.164893531564104245e-01 4.886613355518934498e-01 5.457890836781575938e-01
1.177285384760779069e-01 5.180891550685039482e-01 4.905459602357066240e-01 5.469579436332342448e-01
1.187347653006597670e-01 5.189880012588941050e-01 4.915499868106066872e-01 5.475780503207949845e-01
